Date,Open,High,Low,Close,Adj Close,Volume
2020-09-10,104.190002,105.110001,102.309998,102.769997,100.249153,3288900
2020-09-11,102.910004,103.849998,102.010002,103.360001,100.824669,2604400
2020-09-14,104.650002,107.690002,104.220001,107.269997,104.638763,3620100
2020-09-15,107.839996,108.120003,106.239998,106.680000,104.063248,3371500
2020-09-16,106.730003,107.489998,104.690002,105.980003,103.380409,5798900
2020-09-17,104.269997,105.349998,103.320000,104.660004,102.092789,3215300
2020-09-18,104.459999,106.120003,103.309998,103.440002,100.902710,6630300
2020-09-21,100.599998,100.629997,96.220001,98.169998,95.761971,8339900
2020-09-22,98.010002,99.779999,96.410004,98.480003,96.064377,4884400
2020-09-23,95.760002,97.099998,95.089996,95.559998,93.215996,9427200
2020-09-24,95.339996,96.900002,93.709999,95.449997,93.108696,4249000
2020-09-25,94.680000,96.849998,94.459999,96.260002,93.898842,2775600
2020-09-28,99.000000,99.730003,98.629997,98.820000,96.396034,3930900
2020-09-29,98.739998,99.349998,97.230003,97.750000,95.352272,3200400
2020-09-30,98.230003,101.519997,98.230003,100.250000,97.790955,5060900
2020-10-01,100.330002,101.480003,99.370003,101.330002,98.844475,4179300
2020-10-02,99.779999,103.139999,98.629997,101.610001,99.117607,3783300
2020-10-05,103.330002,104.080002,102.269997,103.889999,101.341667,2863200
2020-10-06,105.010002,105.290001,101.320000,101.760002,99.263916,3309200
2020-10-07,102.809998,104.150002,102.389999,103.379997,100.844185,3048400
2020-10-08,104.330002,106.139999,104.059998,106.059998,103.890564,2922600
2020-10-09,105.989998,107.209999,105.239998,106.339996,104.164833,3511300
2020-10-12,106.459999,107.010002,106.000000,106.610001,104.429314,2626700
2020-10-13,105.889999,106.589996,104.760002,105.010002,102.862053,2602600
2020-10-14,105.379997,106.269997,104.760002,104.809998,102.666130,2826300
2020-10-15,103.440002,104.889999,103.019997,104.430000,102.293900,2699300
2020-10-16,104.650002,105.680000,104.199997,104.910004,102.764091,2394300
2020-10-19,105.129997,105.220001,102.250000,102.470001,100.374001,3196500
2020-10-20,102.940002,104.610001,102.830002,103.139999,101.030296,2954700
2020-10-21,103.169998,103.389999,101.360001,101.430000,99.355278,2588400
2020-10-22,101.699997,104.860001,101.570000,104.790001,102.646545,3748800
2020-10-23,100.629997,103.639999,100.000000,100.980003,98.914482,8921200
2020-10-26,99.769997,100.099998,95.779999,96.879997,94.898338,5731500
2020-10-27,97.620003,97.699997,94.900002,94.930000,92.988235,3780300
2020-10-28,91.959999,93.570000,91.000000,91.599998,89.726341,7037800
2020-10-29,91.410004,92.230003,90.129997,91.070000,89.207191,5419500
2020-10-30,90.800003,91.320000,89.110001,91.239998,89.373711,4736300
2020-11-02,92.959999,94.129997,92.269997,93.400002,91.489525,3572900
2020-11-03,94.750000,96.849998,94.400002,96.290001,94.320412,4004300
2020-11-04,94.000000,97.820000,92.860001,96.400002,94.428154,4545500
2020-11-05,97.209999,98.320000,96.839996,98.110001,96.103188,4197300
2020-11-06,98.519997,98.639999,96.269997,96.690002,94.712234,3126300
2020-11-09,110.540001,119.809998,110.190002,117.370003,114.969231,17261700
2020-11-10,118.589996,119.889999,115.120003,115.949997,113.578262,7056800
2020-11-11,115.930000,116.000000,110.300003,111.120003,108.847069,5642700
2020-11-12,109.820000,112.120003,109.550003,111.099998,108.827484,4941200
2020-11-13,112.339996,115.639999,112.209999,114.989998,112.637894,4811500
2020-11-16,119.099998,120.389999,116.750000,118.669998,116.242630,5339100
2020-11-17,116.970001,117.790001,114.139999,116.480003,114.097427,4023200
2020-11-18,116.940002,118.760002,114.190002,114.239998,111.903244,3264300
2020-11-19,113.779999,114.800003,112.529999,114.139999,111.805283,3249800
2020-11-20,113.739998,114.540001,111.900002,112.580002,110.277199,3702300
2020-11-23,114.239998,116.779999,113.720001,116.089996,113.715401,3022900
2020-11-24,119.000000,120.839996,117.889999,120.389999,117.927452,6163400
2020-11-25,119.500000,120.980003,118.250000,120.580002,118.113564,4646600
2020-11-27,120.529999,121.690002,119.790001,120.589996,118.123367,2447700
2020-11-30,120.029999,121.480003,118.000000,118.589996,116.164268,3517700
2020-12-01,120.320000,122.570000,119.849998,119.930000,117.476852,3583400
2020-12-02,119.279999,122.849998,118.900002,122.330002,119.827766,3271900
2020-12-03,122.849998,123.949997,122.120003,123.120003,120.601601,4285100
2020-12-04,124.349998,125.320000,123.849998,125.040001,122.482330,5048600
2020-12-07,124.510002,124.870003,122.629997,123.940002,121.404846,4253700
2020-12-08,122.470001,124.550003,122.019997,123.519997,120.993431,3623000
2020-12-09,123.279999,123.959999,121.010002,121.690002,119.200867,3622800
2020-12-10,120.720001,122.129997,119.699997,121.839996,119.347778,2818800
2020-12-11,120.110001,120.500000,118.839996,120.230003,117.770721,2942800
2020-12-14,121.730003,121.790001,116.650002,117.360001,114.959427,5336300
2020-12-15,118.790001,119.309998,115.559998,119.099998,116.663826,4528900
2020-12-16,118.930000,119.589996,118.279999,119.000000,116.565872,2943700
2020-12-17,119.410004,119.669998,118.459999,118.980003,116.546295,3746700
2020-12-18,118.589996,119.360001,116.650002,117.510002,115.106361,8394100
2020-12-21,115.769997,118.000000,113.720001,116.410004,114.028862,4528300
2020-12-22,116.190002,116.260002,114.379997,114.550003,112.206909,3632300
2020-12-23,115.779999,118.190002,115.779999,116.949997,114.557816,2725200
2020-12-24,116.930000,117.440002,115.820000,117.349998,114.949631,707000
2020-12-28,118.050003,119.349998,117.599998,118.360001,115.938972,1878700
2020-12-29,119.239998,119.349998,118.000000,118.139999,115.723473,1860400
2020-12-30,118.250000,119.949997,118.150002,119.430000,116.987076,1954200
2020-12-31,119.709999,121.059998,119.160004,120.910004,118.436813,1747800
2021-01-04,121.300003,121.800003,116.849998,118.040001,115.625526,3472100
2021-01-05,118.260002,119.279999,117.099998,118.669998,116.242630,2112700
2021-01-06,121.000000,124.730003,120.809998,123.059998,120.542839,5861500
2021-01-07,124.099998,125.690002,117.349998,121.660004,119.589348,8696600
2021-01-08,122.070000,122.199997,119.519997,121.779999,119.707306,2934500
2021-01-11,120.419998,121.410004,119.389999,121.059998,118.999550,3311000
2021-01-12,122.000000,122.320000,120.720001,121.620003,119.550026,2671300
2021-01-13,121.599998,123.889999,121.160004,122.400002,120.316750,3678300
2021-01-14,122.650002,124.500000,122.089996,123.779999,121.673256,3404700
2021-01-15,122.480003,122.860001,121.709999,122.150002,120.071007,3948200
2021-01-19,125.489998,128.059998,124.239998,126.750000,124.592712,5818500
2021-01-20,127.190002,129.539993,127.070000,128.940002,126.745445,4090200
2021-01-21,128.289993,128.889999,126.099998,127.430000,125.261139,3654900
2021-01-22,125.739998,127.059998,124.879997,126.139999,123.993088,2954800
2021-01-25,124.239998,125.000000,120.320000,121.150002,119.088020,6156700
2021-01-26,118.750000,120.290001,115.720001,116.150002,114.173119,8932500
2021-01-27,114.860001,116.800003,112.099998,114.089996,112.148178,5816900
2021-01-28,117.430000,120.379997,116.599998,118.970001,116.945129,5788500
2021-01-29,117.739998,118.389999,115.809998,116.260002,114.281258,5059300
2021-02-01,117.699997,119.290001,117.000000,117.029999,115.038147,3359800
2021-02-02,118.290001,122.419998,118.279999,120.699997,118.645683,4036700
2021-02-03,120.080002,120.980003,119.559998,120.440002,118.390114,2782500
2021-02-04,120.989998,125.410004,120.800003,124.900002,122.774193,3915900
2021-02-05,126.620003,127.339996,125.629997,126.279999,124.130699,3184200
2021-02-08,126.870003,128.399994,126.750000,127.989998,125.811607,3360900
2021-02-09,127.650002,127.660004,126.199997,126.680000,124.523888,2175000
2021-02-10,127.629997,128.699997,126.839996,128.229996,126.047516,2929100
2021-02-11,127.449997,129.119995,126.980003,128.309998,126.126152,3733000
2021-02-12,128.190002,130.460007,128.000000,129.619995,127.413864,2873300
2021-02-16,128.910004,130.910004,128.250000,130.679993,128.455811,2730600
2021-02-17,130.080002,131.160004,128.440002,128.559998,126.371895,3088800
2021-02-18,127.489998,128.830002,126.080002,128.490005,126.303101,2269700
2021-02-19,129.490005,133.360001,129.490005,131.710007,129.468292,3419500
2021-02-22,131.509995,136.470001,131.369995,135.949997,133.636124,3923100
2021-02-23,136.470001,138.309998,134.279999,136.940002,134.609299,4814400
2021-02-24,137.199997,140.949997,136.809998,139.889999,137.509064,4099500
2021-02-25,140.619995,140.639999,136.369995,137.080002,134.746887,3607500
2021-02-26,137.100006,138.250000,133.789993,135.259995,132.957886,3654800
2021-03-01,138.179993,139.770004,138.119995,138.710007,136.349167,2972100
2021-03-02,138.240005,140.190002,138.080002,139.250000,136.879974,2929100
2021-03-03,140.000000,144.250000,140.000000,142.589996,140.163101,4393700
2021-03-04,142.149994,144.110001,139.949997,142.679993,140.251556,4461700
2021-03-05,144.660004,147.960007,142.080002,147.330002,144.822449,5048300
2021-03-08,147.279999,151.460007,146.720001,150.270004,147.712387,4283400
2021-03-09,148.580002,149.080002,144.110001,145.100006,142.630402,5806100
2021-03-10,145.699997,148.289993,145.440002,146.750000,144.252304,3049800
2021-03-11,146.000000,147.820007,145.130005,147.750000,145.235291,3147700
2021-03-12,149.100006,150.639999,148.020004,148.539993,146.011826,2420100
2021-03-15,148.039993,148.919998,146.029999,146.990005,144.488220,2586300
2021-03-16,147.250000,147.259995,142.820007,143.300003,140.861038,4031000
2021-03-17,144.759995,144.820007,141.899994,144.679993,142.217529,3278500
2021-03-18,145.490005,145.500000,142.070007,142.580002,140.153290,3173600
2021-03-19,141.899994,141.940002,139.740005,140.710007,138.315125,5098300
2021-03-22,139.490005,140.990005,138.809998,139.949997,137.568024,2274100
2021-03-23,138.940002,139.500000,135.130005,136.080002,133.763901,4905400
2021-03-24,137.970001,140.039993,137.610001,138.419998,136.064056,2638900
2021-03-25,137.949997,142.529999,136.759995,142.279999,139.858368,2766400
2021-03-26,143.740005,143.979996,141.050003,143.729996,141.283707,2687500
2021-03-29,141.979996,143.070007,140.309998,142.369995,139.946854,2220600
2021-03-30,142.899994,144.479996,142.610001,143.490005,141.047806,2034500
2021-03-31,142.979996,143.259995,141.350006,141.440002,139.450592,2957300
2021-04-01,142.339996,144.630005,142.210007,144.570007,142.536560,2629200
2021-04-05,146.910004,147.479996,145.610001,146.059998,144.005600,2960100
2021-04-06,145.979996,146.529999,144.380005,146.149994,144.094330,2851200
2021-04-07,147.419998,148.360001,145.720001,147.130005,145.060547,2399500
2021-04-08,146.800003,147.160004,144.679993,147.039993,144.971802,2295600
2021-04-09,148.210007,148.440002,146.690002,147.779999,145.701416,1783400
2021-04-12,147.259995,147.770004,146.410004,147.570007,145.494370,1869000
2021-04-13,146.550003,146.600006,143.839996,145.990005,143.936584,2132100
2021-04-14,145.809998,148.750000,145.699997,147.419998,145.346466,2141800
2021-04-15,147.509995,148.589996,145.500000,148.529999,146.440872,2901200
2021-04-16,149.710007,150.449997,148.690002,149.990005,147.880325,3480000
2021-04-19,149.190002,149.509995,147.800003,148.539993,146.450699,2259100
2021-04-20,147.210007,147.500000,144.509995,145.100006,143.059097,2526700
2021-04-21,144.000000,147.380005,143.020004,147.179993,145.109848,2161700
2021-04-22,147.570007,148.919998,145.869995,147.160004,145.090118,3247300
2021-04-23,141.539993,144.979996,140.679993,144.330002,142.299942,6395300
2021-04-26,146.800003,151.119995,145.559998,150.339996,148.225403,4821100
2021-04-27,150.699997,150.880005,148.850006,150.360001,148.245117,2692100
2021-04-28,150.679993,153.460007,149.440002,152.539993,150.394470,2584500
2021-04-29,153.850006,155.080002,152.089996,154.630005,152.455063,2636000
2021-04-30,153.600006,154.039993,152.479996,153.350006,151.193069,2712700
2021-05-03,154.589996,156.050003,154.009995,154.800003,152.622665,2726200
2021-05-04,154.479996,155.740005,152.839996,154.529999,152.356445,3025100
2021-05-05,154.869995,156.729996,154.320007,156.389999,154.190308,3001600
2021-05-06,156.860001,157.509995,154.020004,156.880005,154.673431,2798800
2021-05-07,155.610001,159.259995,155.339996,158.979996,156.743866,2617800
2021-05-10,159.750000,160.690002,158.500000,158.679993,156.448074,2987600
2021-05-11,156.460007,157.789993,153.649994,154.429993,152.257874,3900100
2021-05-12,154.720001,155.899994,152.070007,152.300003,150.157837,3487400
2021-05-13,152.410004,154.809998,151.809998,154.080002,151.912796,2269700
2021-05-14,155.389999,157.940002,154.529999,157.149994,154.939590,1892700
2021-05-17,157.050003,157.380005,155.880005,156.860001,154.653702,1541400
2021-05-18,157.360001,158.300003,154.860001,154.990005,152.809998,2417800
2021-05-19,152.070007,154.779999,151.720001,154.729996,152.553635,3526800
2021-05-20,155.470001,156.250000,153.929993,155.529999,153.342407,3031100
2021-05-21,156.699997,158.809998,156.350006,156.869995,154.663528,3424100
2021-05-24,157.699997,158.910004,156.949997,158.639999,156.408661,1956900
2021-05-25,159.070007,160.080002,157.740005,158.009995,155.787506,2484200
2021-05-26,158.160004,159.380005,157.369995,158.580002,156.349518,3731600
2021-05-27,159.979996,160.289993,158.850006,159.740005,157.493179,2828400
2021-05-28,160.259995,160.639999,158.860001,160.130005,157.877701,2436400
2021-06-01,162.509995,164.110001,161.550003,163.759995,161.456650,3827800
2021-06-02,164.610001,165.690002,163.320007,164.119995,161.811584,3384600
2021-06-03,163.679993,165.419998,162.820007,164.520004,162.205963,2454800
2021-06-04,165.000000,165.729996,163.320007,165.000000,162.679184,3239300
2021-06-07,165.630005,166.649994,165.369995,165.919998,163.586243,2516400
2021-06-08,164.860001,167.139999,163.630005,166.509995,164.167953,2486300
2021-06-09,165.270004,166.139999,163.800003,164.089996,161.782013,2700100
2021-06-10,165.179993,165.210007,162.119995,162.229996,159.948151,3024500
2021-06-11,163.000000,164.539993,162.509995,164.509995,162.196075,1630100
2021-06-14,164.300003,164.880005,163.110001,163.809998,161.505951,2125700
2021-06-15,163.929993,166.899994,163.800003,166.270004,163.931351,3726100
2021-06-16,165.779999,166.649994,164.270004,164.679993,162.363693,3281300
2021-06-17,165.970001,166.000000,160.529999,162.130005,159.849564,4194400
2021-06-18,158.699997,159.669998,157.250000,158.169998,155.945251,6900200
2021-06-21,160.080002,165.210007,159.130005,164.899994,162.580597,3681400
2021-06-22,163.419998,165.240005,162.460007,164.500000,162.186234,2697600
2021-06-23,165.029999,166.860001,164.789993,166.020004,163.684860,2327600
2021-06-24,167.059998,168.580002,166.410004,168.210007,165.844070,2417100
2021-06-25,168.449997,170.410004,168.449997,169.449997,167.066620,9186000
2021-06-28,168.619995,168.850006,163.199997,164.779999,162.462296,3433400
2021-06-29,165.570007,166.320007,163.229996,164.250000,161.939743,2785900
2021-06-30,163.699997,166.160004,163.699997,165.229996,162.905960,2331800
2021-07-01,165.649994,167.369995,164.690002,166.940002,165.021393,2685900
2021-07-02,167.699997,168.979996,167.009995,168.500000,166.563446,2028700
2021-07-06,172.539993,172.539993,167.800003,169.559998,167.611267,4688100
2021-07-07,169.600006,174.759995,169.380005,170.979996,169.014938,3998900
2021-07-08,166.949997,170.039993,165.589996,167.500000,165.574936,4628400
2021-07-09,170.000000,172.309998,169.210007,171.940002,169.963913,3175200
2021-07-12,170.070007,174.100006,169.880005,173.600006,171.604828,3154100
2021-07-13,174.000000,174.740005,172.419998,172.619995,170.636078,2675000
2021-07-14,172.860001,174.550003,171.009995,172.520004,170.537247,3123100
